VisCanvas Save File Format,,Extent,ShapeFactor4,Solidity,Perimeter,Area,ConvexArea,EquivDiameter,roundness,MajorAxisLength,MinorAxisLength,ShapeFactor1,AspectRation,Eccentricity,Compactness,ShapeFactor3,ShapeFactor2
SIRA,1749,0.818872,0.996722,0.988596,729.743,38749,39196,222.119,0.914388,268.525,184.337,0.00692986,1.45671,0.727151,0.82718,0.684227,0.00200127
SIRA,1750,0.79294,0.998179,0.989177,739.551,38751,39175,222.125,0.890341,271.163,182.286,0.00699757,1.48757,0.740334,0.819155,0.671015,0.00194353
SIRA,1751,0.794698,0.993796,0.984981,738.453,38759,39350,222.147,0.893175,279.369,177.749,0.00720785,1.57171,0.771482,0.795176,0.632304,0.00177762
SIRA,1752,0.720459,0.998495,0.989003,738.594,38760,39191,222.15,0.892857,271.145,182.283,0.00699549,1.4875,0.740306,0.819304,0.671259,0.00194437
SIRA,1753,0.687669,0.995029,0.99004,743.03,38768,39158,222.173,0.88241,278.591,178.066,0.0071861,1.56454,0.769068,0.79749,0.63599,0.00179297
SIRA,1754,0.708226,0.996269,0.986664,741.738,38769,39293,222.176,0.88551,275.504,179.842,0.0071063,1.53192,0.757553,0.806435,0.650338,0.00185396
SIRA,1755,0.708897,0.997937,0.989435,740.232,38771,39185,222.182,0.889163,275.72,179.41,0.00711149,1.53681,0.759337,0.805825,0.649355,0.00184971
SIRA,1756,0.798041,0.991951,0.982444,742.106,38780,39473,222.208,0.884883,279.839,177.877,0.00721608,1.57322,0.771987,0.794054,0.630522,0.00176962
SIRA,1757,0.736443,0.998804,0.988028,733.565,38787,39257,222.228,0.905772,263.38,187.73,0.00679041,1.40297,0.701395,0.843754,0.71192,0.00212295
SIRA,1758,0.722129,0.989612,0.982204,748.071,38800,39503,222.265,0.871276,266.366,187.412,0.0068651,1.42128,0.710607,0.834434,0.696281,0.00205303
SIRA,1759,0.770205,0.996337,0.987304,743.685,38806,39305,222.282,0.88172,269.72,183.861,0.00695046,1.46697,0.731655,0.824123,0.679178,0.0019777
SIRA,1760,0.76613,0.991427,0.983376,746.919,38806,39462,222.282,0.874101,280.82,177.468,0.0072365,1.58237,0.774997,0.791547,0.626547,0.00175233
SIRA,1761,0.68209,0.989528,0.978824,758.732,38828,39668,222.345,0.847575,291.589,171.339,0.00750976,1.70183,0.809149,0.762529,0.581451,0.00156614
SIRA,1762,0.697712,0.998802,0.986844,752.396,38857,39375,222.428,0.862554,280.858,176.366,0.00722798,1.59248,0.778251,0.79196,0.627201,0.00175392
SIRA,1763,0.690809,0.997504,0.98908,753.174,38858,39287,222.431,0.860795,280.916,176.563,0.0072293,1.59102,0.777789,0.791806,0.626957,0.00175288
SIRA,1764,0.722707,0.994751,0.984627,740.671,38878,39485,222.488,0.89056,276.634,179.885,0.00711543,1.53784,0.759709,0.80427,0.64685,0.00183649
SIRA,1765,0.800457,0.997835,0.989692,732.331,38883,39288,222.503,0.911076,267.168,185.706,0.00687107,1.43866,0.71892,0.832819,0.693588,0.00203895
SIRA,1766,0.788426,0.997956,0.987342,740.031,38923,39422,222.617,0.893133,265.953,186.724,0.00683279,1.42431,0.712082,0.837055,0.700661,0.00206916
SIRA,1767,0.806114,0.995306,0.984803,741.576,38945,39546,222.68,0.889919,270.427,184.228,0.00694382,1.4679,0.732054,0.823437,0.678049,0.00196925
SIRA,1768,0.788522,0.998462,0.990087,726.039,38953,39343,222.703,0.928605,270.949,183.33,0.00695578,1.47793,0.736331,0.821937,0.67558,0.0019583
SIRA,1769,0.788707,0.997162,0.985958,749.433,38970,39525,222.751,0.871916,276.18,180.17,0.00708699,1.53288,0.757905,0.806544,0.650513,0.00184993
SIRA,1770,0.785841,0.997197,0.987759,746.316,38973,39456,222.76,0.879282,280.136,177.633,0.00718796,1.57705,0.773256,0.795184,0.632317,0.00177278
SIRA,1771,0.76801,0.993559,0.983507,747.763,38998,39652,222.831,0.876444,281.366,177.618,0.00721488,1.5841,0.775562,0.791963,0.627206,0.00175077
SIRA,1772,0.822435,0.996229,0.990477,729.561,39004,39379,222.848,0.920865,278.136,179.227,0.00713096,1.55186,0.7647,0.801222,0.641956,0.00181275
SIRA,1773,0.766084,0.998,0.98975,729.679,39009,39413,222.863,0.920685,265.692,187.312,0.00681105,1.41845,0.709212,0.8388,0.703585,0.00207983
SIRA,1774,0.788554,0.998551,0.989976,729.669,39009,39404,222.863,0.92071,259.626,191.583,0.00665555,1.35517,0.674892,0.858398,0.736847,0.00222904
SIRA,1775,0.669383,0.993252,0.983691,763.613,39025,39672,222.908,0.84102,287.776,173.836,0.00737414,1.65545,0.796934,0.77459,0.59999,0.00163749
SIRA,1776,0.766969,0.996579,0.987926,733.184,39028,39505,222.917,0.912347,272.168,183.205,0.00697365,1.48559,0.73952,0.819043,0.670831,0.00193583
SIRA,1777,0.76864,0.995041,0.987152,740.165,39030,39538,222.923,0.895264,275.826,181.064,0.00706703,1.52336,0.754375,0.808201,0.653188,0.00185992
SIRA,1778,0.794749,0.99606,0.985612,762.103,39046,39616,222.968,0.84481,293.485,170.065,0.00751638,1.72572,0.814994,0.759727,0.577186,0.00154461
SIRA,1779,0.716193,0.995593,0.98931,745.459,39054,39476,222.991,0.883137,281.252,177.582,0.00720162,1.58379,0.775459,0.792852,0.628615,0.00175541
SIRA,1780,0.73512,0.995447,0.98676,743.283,39054,39578,222.991,0.888315,285.568,174.924,0.00731212,1.63253,0.790434,0.78087,0.609758,0.00167702
SIRA,1781,0.717556,0.998844,0.989963,734.229,39058,39454,223.003,0.910451,270.198,184.264,0.00691787,1.46637,0.731392,0.82533,0.681169,0.00197999
SIRA,1782,0.81431,0.996077,0.985319,746.25,39060,39642,223.008,0.881401,276.003,180.899,0.00706612,1.52573,0.755261,0.807993,0.652853,0.00185777
SIRA,1783,0.786698,0.999013,0.990593,731.629,39069,39440,223.034,0.917192,267.701,186.004,0.006852,1.43922,0.719184,0.833147,0.694134,0.0020365
SIRA,1784,0.779167,0.997587,0.989414,746.275,39069,39487,223.034,0.881545,275.189,181.201,0.00704367,1.5187,0.752617,0.810475,0.65687,0.00187473
SIRA,1785,0.697747,0.99549,0.985952,758.227,39092,39649,223.1,0.854475,276.157,181.053,0.00706428,1.52528,0.755095,0.807873,0.652659,0.00185618
SIRA,1786,0.725253,0.998167,0.988823,749.899,39102,39544,223.128,0.873782,286.701,173.971,0.00733214,1.64799,0.794854,0.77826,0.605689,0.00165924
SIRA,1787,0.778508,0.99438,0.985236,752.94,39106,39692,223.14,0.866827,281.294,178.008,0.00719312,1.58023,0.7743,0.793261,0.629262,0.00175695
SIRA,1788,0.741709,0.996539,0.987603,725.852,39114,39605,223.162,0.932923,267.877,186.558,0.00684861,1.43589,0.717623,0.833079,0.694021,0.00203483
SIRA,1789,0.770321,0.996603,0.989328,734.947,39120,39542,223.18,0.910116,278.317,179.576,0.00711444,1.54986,0.763997,0.80189,0.643028,0.0018146
SIRA,1790,0.708593,0.996771,0.986633,750.272,39120,39650,223.18,0.873316,282.678,176.775,0.00722593,1.59909,0.780338,0.789518,0.623338,0.00173189
SIRA,1791,0.791015,0.995025,0.983111,748.177,39175,39848,223.336,0.879448,288.984,173.465,0.00737675,1.66595,0.799807,0.772833,0.597271,0.00162326
SIRA,1792,0.799608,0.997139,0.989893,734.729,39176,39576,223.339,0.91196,273.415,182.958,0.00697914,1.49441,0.743118,0.816851,0.667246,0.0019167
SIRA,1793,0.807768,0.996833,0.987822,732.81,39180,39663,223.351,0.916836,265.815,188.266,0.00678447,1.41191,0.705953,0.840247,0.706015,0.00208604
SIRA,1794,0.789066,0.999075,0.988148,733.664,39185,39655,223.365,0.914819,267.994,186.34,0.0068392,1.4382,0.718705,0.83347,0.694672,0.00203585
SIRA,1795,0.795012,0.998034,0.987906,745.835,39210,39690,223.436,0.88577,280.964,178.037,0.00716562,1.57812,0.773607,0.795249,0.63242,0.00176785
SIRA,1796,0.75812,0.996776,0.98853,740.214,39213,39668,223.445,0.899343,268.255,186.722,0.00684096,1.43665,0.717981,0.832958,0.693818,0.00203137
SIRA,1797,0.799197,0.998761,0.989953,744.67,39215,39613,223.45,0.888657,285.591,175.048,0.00728269,1.6315,0.790136,0.782414,0.612172,0.00168352
SIRA,1798,0.750148,0.997276,0.989558,734.13,39235,39649,223.507,0.914824,275.399,181.889,0.00701921,1.51411,0.750865,0.811577,0.658657,0.0018784
SIRA,1799,0.792582,0.998063,0.98784,738.237,39236,39719,223.51,0.904697,273.186,183.222,0.00696263,1.49101,0.74174,0.818162,0.669389,0.00192447
SIRA,1800,0.809026,0.998052,0.987046,753.171,39241,39756,223.524,0.869286,287.317,174.235,0.00732185,1.64902,0.795143,0.777972,0.60524,0.00165446
SIRA,1801,0.802015,0.993214,0.986203,750.376,39241,39790,223.524,0.875774,281.976,178.4,0.00718574,1.58058,0.774413,0.792708,0.628386,0.00175027
SIRA,1802,0.781268,0.996755,0.988565,735.218,39247,39701,223.542,0.912397,270.978,185.009,0.00690444,1.46468,0.730657,0.824942,0.68053,0.00197243
SIRA,1803,0.788472,0.996222,0.981568,771.589,39247,39984,223.542,0.828408,275.165,182.292,0.00701112,1.50948,0.749079,0.81239,0.659978,0.00188376
SIRA,1804,0.716397,0.994636,0.987075,754.365,39255,39769,223.564,0.866846,293.33,171.311,0.00747242,1.71227,0.811739,0.76216,0.580888,0.00155534
SIRA,1805,0.69665,0.996332,0.989941,742.046,39266,39665,223.596,0.896117,269.823,185.97,0.00687168,1.45089,0.724543,0.828675,0.686702,0.00199884


classes
SEKER,1,0,0,0.196078
HOROZ,0,1,0.184314,0.196078
SIRA,0,0.360784,1,0.196078


Commands
shift,0,0.0202721
shift,1,-0.298905
shift,2,-0.20491
shift,3,-0.122378
shift,4,-0.0939685
shift,5,-0.20542
shift,6,-0.120192
shift,7,-0.181381
shift,8,-0.253497
shift,9,-0.120192
shift,10,-0.034965
shift,11,-0.076486
shift,12,-0.122378
shift,13,-0.0611888
shift,14,-0.00437063
shift,15,0.0633741
original indexes,8,15,9,1,0,6,7,10,2,3,12,4,5,11,14,13
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
hypercube,9,0.2
useMean,0
artificial calibration,0,0,1,0
artificial calibration,1,0,1,0
artificial calibration,2,0,1,0
artificial calibration,3,0,1,0
artificial calibration,4,0,1,0
artificial calibration,5,0,1,0
artificial calibration,6,0,1,0
artificial calibration,7,0,1,0
artificial calibration,8,0,1,0
artificial calibration,9,0,1,0
artificial calibration,10,0,1,0
artificial calibration,11,0,1,0
artificial calibration,12,0,1,0
artificial calibration,13,0,1,0
artificial calibration,14,0,1,0
artificial calibration,15,0,1,0
Default Class Color,0,0,1,1Background Color,0.5,0.5,0.75,1Selected Set Color,1,1,0,0.85
